timestamps,delta_absolute_1,theta_absolute_1,alpha_absolute_1,beta_absolute_1,gamma_absolute_1
1531743902.4714286,,,,,-0.169342363763
1531743902.4714286,,,,0.024411095016,
1531743902.47143,,-0.0938879681326,,,
1531743902.4714358,-0.265831124379,,,,
1531743902.5714936,,,0.425401655944,,
1531743902.571509,,,,,-0.181413566877
1531743902.5715091,,,,0.05818210513280001,
1531743902.57151,,-0.0403851324167,,,
1531743902.5715158,-0.17374242165999998,,,,
1531743902.671574,,,0.423842368845,,
1531743902.6715887,,,,,-0.196627178877
1531743902.6715894,,,,0.110566826757,
1531743902.6715903,,0.0119202793231,,,
1531743902.6715958,-0.0582427355845,,,,
1531743902.771654,,,0.407099287487,,
1531743902.7716687,,,,,-0.20373583152600006
1531743902.7716696,,,,0.173705072169,
1531743902.7716706,,0.05836638575930001,,,
1531743902.7716758,0.0427703650997,,,,
1531743902.871734,,,0.422883737813,,
1531743902.8717492,,,,0.234629332888,
1531743902.8717492,,,,,-0.196199877925
1531743902.8717506,,0.10261496001,,,
1531743902.871756,0.112303899559,,,,
1531743902.9718142,,,0.493502100027,,
1531743902.9718294,,,,,-0.17809371960499998
1531743902.9718294,,,,0.282918074532,
1531743902.9718304,,0.143142497422,,,
1531743902.9718359,0.162863046902,,,,
1531743903.0718946,,,0.527020065498,,
1531743903.0719092,,,,,-0.158184966243
1531743903.0719097,,,,0.31471983452,
1531743903.0719106,,0.172936233582,,,
1531743903.071916,0.211505346087,,,,
1531743903.1719742,,,0.532424032188,,
1531743903.1719892,,,,,-0.143748320573
1531743903.1719894,,,,0.333061253866,
1531743903.1719904,,0.188232926257,,,
1531743903.171996,0.259963209781,,,,
1531743903.2720542,,,0.532424032188,,
1531743903.2720695,,,,0.34337122639300005,
1531743903.2720695,,,,,-0.139145162042
1531743903.2720704,,0.195898722924,,,
1531743903.2720766,0.29774157115600003,,,,
1531743903.3721342,,,0.532424032188,,
1531743903.3721495,,,,,-0.146729885395
1531743903.3721495,,,,0.34926866317199995,
1531743903.372151,,0.211480136329,,,
1531743903.3721564,0.32134233897500003,,,,
1531743903.4722145,,,0.532424032188,,
1531743903.4722295,,,,,-0.166398500857
1531743903.4722295,,,,0.351793726581,
1531743903.4722307,,0.243371423335,,,
1531743903.4722366,0.33738720195,,,,
1531743903.5722945,,,0.532348262277,,
1531743903.5723095,,,,0.35233767771,
1531743903.5723095,,,,,-0.194592655611
1531743903.5723107,,0.28561209427400003,,,
1531743903.5723164,0.351927372081,,,,
1531743903.6723745,,,0.532348262277,,
1531743903.6723895,,,,,-0.224037943365
1531743903.67239,,,,0.35483560568800004,
1531743903.6723912,,0.32436356693,,,
1531743903.6723967,0.367761738546,,,,
1531743903.7724545,,,0.5548790827260001,,
1531743903.7724698,,,,,-0.246012494705
1531743903.77247,,,,0.363994844956,
1531743903.7724712,,0.351223305536,,,
1531743903.7724767,0.38481792314,,,,
1531743903.8725348,,,0.60786014543,,
1531743903.87255,,,,0.379597625127,
1531743903.87255,,,,,-0.255369887131
1531743903.8725512,,0.364656084946,,,
1531743903.872557,0.401514532166,,,,
1531743903.9726148,,,0.6489365922479999,,
1531743903.97263,,,,0.394191866454,
1531743903.97263,,,,,-0.252735033694
1531743903.9726315,,0.366115962549,,,
1531743903.9726367,0.411883009776,,,,
1531743904.0726948,,,0.65570761079,,
1531743904.07271,,,,,-0.241277045137
1531743904.0727105,,,,0.399161333271,
1531743904.0727115,,0.357958539688,,,
1531743904.072717,0.408597911941,,,,
1531743904.172775,,,0.655006858534,,
1531743904.1727905,,,,0.3897150822,
1531743904.1727905,,,,,-0.224926500433
1531743904.1727915,,0.342481979959,,,
1531743904.172797,0.393831018849,,,,
1531743904.272855,,,0.655006858534,,
1531743904.2728705,,,,0.366358561009,
1531743904.2728705,,,,,-0.206378834235
1531743904.2728715,,0.320163127095,,,
1531743904.272877,0.375977361621,,,,
1531743904.372935,,,0.655006858534,,
1531743904.3729506,,,,0.335027229533,
1531743904.3729506,,,,,-0.187422017304
1531743904.3729515,,0.289365352401,,,
1531743904.3729572,0.361814613793,,,,
1531743904.4730153,,,0.65438331643,,
1531743904.4730306,,,,,-0.16806128219900002
1531743904.4730306,,,,0.305486485745,
1531743904.4730318,,0.254459703101,,,
1531743904.4730372,0.345624274681,,,,
1531743904.5730953,,,0.6222015492890001,,
1531743904.5731106,,,,0.288907879031,
1531743904.5731106,,,,,-0.147421069549
1531743904.5731118,,0.226655755515,,,
1531743904.5731173,0.317637684333,,,,
1531743904.673175,,,0.595762224607,,
1531743904.6731904,,,,0.290236908739,
1531743904.6731904,,,,,-0.123617885278
1531743904.673192,,0.214495373752,,,
1531743904.6731973,0.278769609251,,,,
1531743904.7732553,,,0.571461272401,,
1531743904.7732706,,,,0.30345842928800004,
1531743904.7732706,,,,,-0.09694185874510003
1531743904.773272,,0.208757999177,,,
1531743904.7732775,0.241819188429,,,,
1531743904.8733356,,,0.570703661979,,
1531743904.8733509,,,,0.31910701289,
1531743904.8733509,,,,,-0.0717740570139
1531743904.873352,,0.189419621867,,,
1531743904.8733575,0.214538095527,,,,
1531743904.9734154,,,0.570703661979,,
1531743904.9734304,,,,0.332482279398,
1531743904.9734304,,,,,-0.052955376524300005
1531743904.973432,,0.142038692043,,,
1531743904.9734375,0.1908842216,,,,
1531743905.0734956,,,0.570703661979,,
1531743905.0735106,,,,0.34451474526500003,
1531743905.0735106,,,,,-0.0421452818688
1531743905.0735126,,0.06507186293890001,,,
1531743905.0735178,0.16195684374299998,,,,
1531743905.1735756,,,0.570703661979,,
1531743905.1735911,,,,0.356800884748,
1531743905.1735911,,,,,-0.0380051377492
1531743905.1735926,,-0.0299243199556,,,
1531743905.1735976,0.12446499346,,,,
1531743905.2736554,,,0.5691180356509999,,
1531743905.2736714,,,,0.365888835516,
1531743905.2736714,,,,,-0.0386191338074
1531743905.2736723,,-0.125933440437,,,
1531743905.2736778,0.0818045165849,,,,
1531743905.373736,,,0.576721109404,,
1531743905.3737512,,,,0.365214087634,
1531743905.3737512,,,,,-0.0435024975985
1531743905.3737526,,-0.206412205333,,,
1531743905.3737578,0.0411745034765,,,,
1531743905.473816,,,0.550167044499,,
1531743905.4738312,,,,0.351983225443,
1531743905.4738314,,,,,-0.0508765950693
1531743905.4738324,,-0.263061824055,,,
1531743905.473838,0.00984721138117,,,,
1531743905.5738964,,,0.513536279636,,
1531743905.5739114,,,,0.330351381924,
1531743905.5739114,,,,,-0.057946184500900014
1531743905.5739124,,-0.286964095153,,,
1531743905.5739179,-0.0104448351704,,,,
1531743905.673976,,,0.4980735342450001,,
1531743905.6739914,,,,0.308190941057,
1531743905.6739914,,,,,-0.06300658528479999
1531743905.6739929,,-0.270952530133,,,
1531743905.673998,-0.0335327387491,,,,
1531743905.7740562,,,0.4980735342450001,,
1531743905.7740715,,,,0.290515373154,
1531743905.7740715,,,,,-0.0665927895669
1531743905.7740724,,-0.225405025564,,,
1531743905.774078,-0.07177637128310001,,,,
1531743905.8741362,,,0.4980735342450001,,
1531743905.8741515,,,,0.275699842342,
1531743905.8741515,,,,,-0.0714448766225
1531743905.8741527,,-0.17488457228300006,,,
1531743905.8741586,-0.118551648668,,,,
1531743905.9742162,,,0.503380934189,,
1531743905.9742315,,,,0.259097666113,
1531743905.9742315,,,,,-0.080475133582
1531743905.974233,,-0.139397372782,,,
1531743905.9742384,-0.158070349784,,,,
1531743906.0742965,,,0.533435186197,,
1531743906.0743115,,,,0.236750751066,
1531743906.0743115,,,,,-0.0963158164499
1531743906.0743132,,-0.126860503204,,,
1531743906.0743186,-0.17762811112100002,,,,
1531743906.1743765,,,0.56611992998,,
1531743906.1743915,,,,0.206620585618,
1531743906.174392,,,,,-0.121118246063
1531743906.1743932,,-0.132560397635,,,
1531743906.1743991,-0.177407643072,,,,
1531743906.2744565,,,0.579193607579,,
1531743906.2744718,,,,0.170565396847,
1531743906.274472,,,,,-0.153638816224
1531743906.2744732,,-0.142864676617,,,
1531743906.2744787,-0.15747038113700002,,,,
1531743906.3745365,,,0.579193607579,,
1531743906.374552,,,,0.133618176786,
1531743906.374552,,,,,-0.186658768573
1531743906.3745534,,-0.144355790208,,,
1531743906.3745587,-0.119329949055,,,,
1531743906.4746168,,,0.579193607579,,
1531743906.474632,,,,0.101536652348,
1531743906.4746325,,,,,-0.210037263077
1531743906.4746337,,-0.130604541993,,,
1531743906.4746387,-0.0723737256297,,,,
1531743906.5746968,,,0.5788770908649999,,
1531743906.5747118,,,,0.0759428279712,
1531743906.5747125,,,,,-0.21798001352200005
1531743906.5747135,,-0.10199316341,,,
1531743906.574719,-0.0278421842698,,,,
1531743906.6747768,,,0.569976121053,,
1531743906.6747925,,,,0.052664138342900006,
1531743906.6747925,,,,,-0.212634042406
1531743906.6747935,,-0.0623462287111,,,
1531743906.674799,0.004943932881649999,,,,
1531743906.7748568,,,0.5397169774130001,,
1531743906.7748725,,,,0.0272557801505,
1531743906.7748725,,,,,-0.198747739674
1531743906.7748735,,-0.0211164803517,,,
1531743906.774879,0.023723675177700004,,,,
1531743906.8749373,,,0.539968339543,,
1531743906.8749526,,,,0.00301708700766,
1531743906.8749526,,,,,-0.180977667329
1531743906.8749535,,0.0115990688468,,,
1531743906.874959,0.0285604760666,,,,
1531743906.975017,,,0.539968339543,,
1531743906.9750323,,,,-0.00660971584489,
1531743906.9750323,,,,,-0.164440198816
1531743906.9750338,,0.029614332119400007,,,
1531743906.9750392,0.0219887817887,,,,
1531743907.0750973,,,0.531011591193,,
1531743907.0751126,,,,0.00845488652633,
1531743907.0751126,,,,,-0.154642279112
1531743907.075114,,0.0339714544751,,,
1531743907.0751193,0.009675619754,,,,
1531743907.1751773,,,0.505267279102,,
1531743907.1751926,,,,0.0418833238151,
1531743907.1751928,,,,,-0.152868299606
1531743907.175194,,0.0263814353496,,,
1531743907.1751993,0.00159058331505,,,,
1531743907.275257,,,0.514666439287,,
1531743907.2752724,,,,0.08039478311039999,
1531743907.2752724,,,,,-0.15859556110200002
1531743907.275274,,0.010900833396100002,,,
1531743907.2752795,0.00180227078681,,,,
1531743907.3753376,,,0.533121106639,,
1531743907.3753526,,,,0.11925791703,
1531743907.3753526,,,,,-0.170467117597
1531743907.3753538,,-0.00615752568123,,,
1531743907.3753595,0.00396513991665,,,,
1531743907.4754176,,,0.554898973151,,
1531743907.4754329,,,,0.160357145812,
1531743907.475433,,,,,-0.184953435959
1531743907.4754345,,-0.0128841535689,,,
1531743907.4754395,0.000442727672111,,,,
1531743907.5754974,,,0.565659186547,,
1531743907.5755124,,,,0.203744505304,
1531743907.5755134,,,,,-0.19536710516
1531743907.5755146,,8.61502803264e-05,,,
1531743907.5755196,-0.0110484281051,,,,
1531743907.6755776,,,0.5434638491730001,,
1531743907.6755927,,,,0.24697850550500006,
1531743907.6755931,,,,,-0.197221213021
1531743907.6755946,,0.0268984007602,,,
1531743907.6755998,-0.029228764968500007,,,,
1531743907.7756574,,,0.503179230018,,
1531743907.7756727,,,,0.288990960823,
1531743907.7756734,,,,,-0.194158521732
1531743907.7756743,,0.0533434070468,,,
1531743907.7756796,-0.0556206853238,,,,
1531743907.8757374,,,0.461008030085,,
1531743907.8757534,,,,0.329206352678,
1531743907.8757534,,,,,-0.194393029619
1531743907.8757546,,0.0698129297622,,,
1531743907.8757598,-0.0902906326415,,,,
1531743907.9758177,,,0.442833154529,,
1531743907.9758332,,,,0.363279763396,
1531743907.9758337,,,,,-0.202916894186
1531743907.9758346,,0.0780291446082,,,
1531743907.97584,-0.131100724808,,,,
1531743908.075898,,,0.477516239085,,
1531743908.0759132,,,,0.384631588221,
1531743908.0759134,,,,,-0.21950951042
1531743908.0759149,,0.08764634216700001,,,
1531743908.0759199,-0.175080413252,,,,
1531743908.175978,,,0.5544374516839999,,
1531743908.1759934,,,,0.390176150848,
1531743908.1759934,,,,,-0.241361559008
1531743908.1759946,,0.108124984341,,,
1531743908.176,-0.209590470271,,,,
1531743908.276058,,,0.642252503596,,
1531743908.2760735,,,,0.384396574845,
1531743908.2760735,,,,,-0.266715567339
1531743908.276075,,0.151534826294,,,
1531743908.2760801,-0.21266842522,,,,
1531743908.3761382,,,0.6981066716399998,,
1531743908.3761535,,,,0.375928859624,
1531743908.3761535,,,,,-0.29268204084000005
1531743908.3761547,,0.220630114133,,,
1531743908.3761606,-0.174566381648,,,,
1531743908.4762182,,,0.7004763101420001,,
1531743908.4762335,,,,0.370424638821,
1531743908.476234,,,,,-0.316309925152
1531743908.4762352,,0.301003058959,,,
1531743908.4762404,-0.109910647329,,,,
1531743908.5762982,,,0.708161840926,,
1531743908.5763135,,,,0.366696665431,
1531743908.576314,,,,,-0.335288039207
1531743908.5763152,,0.372047544265,,,
1531743908.5763204,-0.0472325921056,,,,
1531743908.6763785,,,0.727887749732,,
1531743908.6763935,,,,0.361326967872,
1531743908.676394,,,,,-0.353441303304
1531743908.6763954,,0.42334078658,,,
1531743908.676401,-0.00704017142949,,,,
1531743908.7764585,,,0.7505475411370001,,
1531743908.7764738,,,,0.35227960170999995,
1531743908.7764742,,,,,-0.376227653351
1531743908.7764757,,0.457324330716,,,
1531743908.7764807,0.008587693804,,,,
1531743908.8765385,,,0.77624289742,,
1531743908.8765538,,,,0.339786676395,
1531743908.8765545,,,,,-0.40386438314
1531743908.8765554,,0.4837030989410001,,,
1531743908.8765607,0.00914797601177,,,,
1531743908.9766185,,,0.786349659155,,
1531743908.976634,,,,0.325052930664,
1531743908.9766345,,,,,-0.432924333181
1531743908.9766355,,0.50679996283,,,
1531743908.9766407,0.0113563972293,,,,
1531743909.0766985,,,0.802699225775,,
1531743909.076714,,,,0.308505270728,
1531743909.0767145,,,,,-0.461216324079
1531743909.0767155,,0.523895768792,,,
1531743909.0767207,0.0252313412633,,,,
1531743909.1767788,,,0.816378785196,,
1531743909.176794,,,,0.28958888809300004,
1531743909.1767945,,,,,-0.487417350749
1531743909.1767955,,0.5326548845269999,,,
1531743909.176801,0.0463799067441,,,,
1531743909.2768588,,,0.8221972000910001,,
1531743909.276874,,,,0.268414109894,
1531743909.2768743,,,,,-0.506688728429
1531743909.2768755,,0.5360446556189999,,,
1531743909.276881,0.0650477107427,,,,
1531743909.3769386,,,0.8221972000910001,,
1531743909.3769546,,,,0.251390866375,
1531743909.3769546,,,,,-0.512069942899
1531743909.3769555,,0.540897706441,,,
1531743909.376961,0.0722753293168,,,,
1531743909.4770188,,,0.836660478862,,
1531743909.4770346,,,,0.253093070546,
1531743909.4770348,,,,,-0.505105899304
1531743909.477036,,0.550905642864,,,
1531743909.4770412,0.07174658744580001,,,,
1531743909.5770993,,,0.846368279947,,
1531743909.5771143,,,,0.28222820577700003,
1531743909.5771148,,,,,-0.495805841781
1531743909.577116,,0.562844788854,,,
1531743909.5771213,0.07764811405500001,,,,
1531743909.6771793,,,0.861091451109,,
1531743909.6771946,,,,0.328822098377,
1531743909.6771948,,,,,-0.491881711132
1531743909.677196,,0.569285790308,,,
1531743909.6772013,0.0996269003784,,,,
1531743909.7772589,,,0.861091451109,,
1531743909.7772744,,,,0.375185692623,
1531743909.777275,,,,,-0.49495648073
1531743909.7772765,,0.56071336805,,,
1531743909.7772813,0.13048559708,,,,
1531743909.8773394,,,0.861091451109,,
1531743909.8773544,,,,0.411763911881,
1531743909.8773553,,,,,-0.50286645743
1531743909.8773565,,0.5316030589899999,,,
1531743909.8773615,0.15231165202,,,,
1531743909.9774196,,,0.8266108920190001,,
1531743909.9774346,,,,0.438331649338,
1531743909.9774349,,,,,-0.511397472559
1531743909.9774365,,0.483602450166,,,
1531743909.9774413,0.15344980910800002,,,,
1531743910.0774994,,,0.766191344731,,
1531743910.0775151,,,,0.458720742227,
1531743910.0775154,,,,,-0.514479955372
1531743910.0775163,,0.42614362807,,,
1531743910.0775216,0.136888992676,,,,
1531743910.1775794,,,0.726527316487,,
1531743910.1775947,,,,0.476086532953,
1531743910.1775956,,,,,-0.504594406137
1531743910.1775966,,0.372492351485,,,
1531743910.1776016,0.119163249903,,,,
1531743910.2776597,,,0.7201678402580001,,
1531743910.277675,,,,0.492725678224,
1531743910.2776756,,,,,-0.481242428661
1531743910.2776766,,0.334289188663,,,
1531743910.2776818,0.10991669707,,,,
1531743910.3777394,,,0.715224049638,,
1531743910.3777547,,,,0.508580362796,
1531743910.3777554,,,,,-0.450648564714
1531743910.3777564,,0.31506874129900003,,,
1531743910.3777616,0.107699978848,,,,
1531743910.4778194,,,0.7674992127660001,,
1531743910.4778352,,,,0.521857552457,
1531743910.4778357,,,,,-0.420871270981
1531743910.4778366,,0.314265436514,,,
1531743910.477842,0.104732945956,,,,
1531743910.5778995,,,0.8710758296259999,,
1531743910.5779152,,,,0.531351125607,
1531743910.5779154,,,,,-0.392585448096
1531743910.5779169,,0.32955205687,,,
1531743910.577922,0.101161057299,,,,
1531743910.6779802,,,0.980723098015,,
1531743910.6779952,,,,0.53708853279,
1531743910.6779954,,,,,-0.36018873857100003
1531743910.6779964,,0.356596684933,,,
1531743910.6780019,0.102186178384,,,,
1531743910.77806,,,1.02221799945,,
1531743910.7780752,,,,0.53814098716,
1531743910.778076,,,,,-0.32207225726300004
1531743910.7780766,,0.387789567144,,,
1531743910.7780821,0.111063485646,,,,
1531743910.87814,,,1.02313482108,,
1531743910.8781555,,,,0.530881383565,
1531743910.878156,,,,,-0.284615884709
1531743910.8781571,,0.413590692162,,,
1531743910.878162,0.12750170751599998,,,,
1531743910.97822,,,1.02313482108,,
1531743910.9782355,,,,0.511292660683,
1531743910.978236,,,,,-0.254261753666
1531743910.9782374,,0.425737024629,,,
1531743910.9782426,0.142789919077,,,,
1531743911.0783002,,,1.02313482108,,
1531743911.0783155,,,,0.4799743020840001,
1531743911.0783162,,,,,-0.229603917727
1531743911.0783172,,0.4209498475240001,,,
1531743911.0783224,0.148485077843,,,,
1531743911.1783805,,,1.02313482108,,
1531743911.1783955,,,,0.444622100831,
1531743911.1783962,,,,,-0.206372366472
1531743911.1783974,,0.405456132358,,,
1531743911.1784024,0.140981076916,,,,
1531743911.2784605,,,1.02313482108,,
1531743911.2784758,,,,0.415649510599,
1531743911.2784762,,,,,-0.182954211217
1531743911.2784774,,0.392303176495,,,
1531743911.2784824,0.127650422238,,,,
1531743911.3785405,,,1.02313482108,,
1531743911.3785558,,,,0.398415289895,
1531743911.3785565,,,,,-0.162797776966
1531743911.3785574,,0.389648802389,,,
1531743911.3785627,0.121269340735,,,,
1531743911.4786205,,,1.02313482108,,
1531743911.4786358,,,,0.38956471412,
1531743911.4786365,,,,,-0.149522318508
1531743911.4786375,,0.395772996229,,,
1531743911.4786427,0.130490858101,,,,
1531743911.5787005,,,1.02313482108,,
1531743911.578716,,,,0.384794887027,
1531743911.5787165,,,,,-0.14520218871
1531743911.5787175,,0.405114526405,,,
1531743911.5787227,0.156542965384,,,,
1531743911.6787806,,,1.02313482108,,
1531743911.678796,,,,0.38379321318,
1531743911.6787968,,,,,-0.150150870334
1531743911.6787975,,0.4139609646,,,
1531743911.6788027,0.186950264221,,,,
1531743911.7788606,,,1.02313482108,,
1531743911.778876,,,,0.386502424102,
1531743911.7788768,,,,,-0.162994381108
1531743911.7788775,,0.41744692509,,,
1531743911.778883,0.214616594526,,,,
1531743911.8789408,,,1.02313482108,,
1531743911.878956,,,,0.389112507802,
1531743911.8789568,,,,,-0.180555739061
1531743911.878958,,0.409523401905,,,
1531743911.878963,0.236900591754,,,,
1531743911.9790206,,,1.02313482108,,
1531743911.9790366,,,,0.387083555931,
1531743911.9790368,,,,,-0.19743999320500005
1531743911.979038,,0.385911122282,,,
1531743911.979043,0.25163287055100003,,,,
1531743912.0791008,,,1.00613851383,,
1531743912.0791163,,,,0.3792013998830001,
1531743912.0791173,,,,,-0.211133740853
1531743912.079118,,0.348531901608,,,
1531743912.0791233,0.25945548722600004,,,,
1531743912.1791813,,,0.987777648364,,
1531743912.1791966,,,,0.368503549738,
1531743912.1791973,,,,,-0.226292735265
1531743912.1791985,,0.30295620478,,,
1531743912.1792033,0.265218443967,,,,
1531743912.2792616,,,0.948305460316,,
1531743912.2792766,,,,0.3600080195750001,
1531743912.2792773,,,,,-0.249562196354
1531743912.2792785,,0.255119405341,,,
1531743912.2792833,0.27125207620700004,,,,
1531743912.3793411,,,0.8751811876719999,,
1531743912.3793564,,,,0.357045728185,
1531743912.3793573,,,,,-0.281737279993
1531743912.3793585,,0.209234292773,,,
1531743912.3793633,0.276111438617,,,,
1531743912.4794214,,,0.8505886756029999,,
1531743912.4794366,,,,0.359583596419,
1531743912.4794376,,,,,-0.316246049089
1531743912.4794385,,0.170086104604,,,
1531743912.4794436,0.276477898296,,,,
1531743912.5795016,,,0.8351613870800001,,
1531743912.5795164,,,,0.365235780085,
1531743912.5795176,,,,,-0.34311310312700005
1531743912.5795186,,0.14193143795,,,
1531743912.5795233,0.270550207523,,,,
1531743912.6795814,,,0.8351613870800001,,
1531743912.6795967,,,,0.372784749479,
1531743912.6795974,,,,,-0.354589050303
1531743912.6795983,,0.1241646109,,,
1531743912.6796036,0.25758385878400003,,,,
1531743912.7796614,,,0.843336101414,,
1531743912.7796767,,,,0.380853285966,
1531743912.7796776,,,,,-0.349990709273
1531743912.7796786,,0.1111787469,,,
1531743912.7796836,0.234145911837,,,,
1531743912.8797414,,,0.8501745372,,
1531743912.879757,,,,0.385853224354,
1531743912.8797574,,,,,-0.333781448514
1531743912.8797588,,0.0986612611464,,,
1531743912.8797634,0.198918729201,,,,
1531743912.9798214,,,0.8716759667370001,,
1531743912.9798367,,,,0.384491426621,
1531743912.9798381,,,,,-0.314913121621
1531743912.9798384,,0.0850334137753,,,
1531743912.9798439,0.15471492138499998,,,,
1531743913.0799015,,,0.884367410671,,
1531743913.0799172,,,,0.374017013609,
1531743913.079918,,,,,-0.298570679391
1531743913.0799189,,0.0680301443686,,,
1531743913.079924,0.102319052771,,,,
1531743913.1799815,,,0.884367410671,,
1531743913.1799972,,,,0.35310405576700005,
1531743913.1799982,,,,,-0.286051049238
1531743913.1799989,,0.0470111334283,,,
1531743913.180004,0.0456978005067,,,,
1531743913.2800615,,,0.8747858183120001,,
1531743913.2800775,,,,0.322611308415,
1531743913.280078,,,,,-0.275309525705
1531743913.2800796,,0.0229416599451,,,
1531743913.280084,-0.007813772085240001,,,,
1531743913.380142,,,0.835313147429,,
1531743913.3801572,,,,0.287841877099,
1531743913.3801582,,,,,-0.266695208463
1531743913.3801591,,-0.00141520416081,,,
1531743913.3801641,-0.0500301115086,,,,
1531743913.480222,,,0.794753433238,,
1531743913.4802375,,,,0.258571456155,
1531743913.4802382,,,,,-0.261590530143
1531743913.4802392,,-0.021170864195400003,,,
1531743913.4802446,-0.0736711792873,,,,
1531743913.580302,,,0.7822059111149999,,
1531743913.5803175,,,,0.244058503405,
1531743913.5803182,,,,,-0.260299147208
1531743913.5803196,,-0.0341588087016,,,
1531743913.5803244,-0.08282191266960001,,,,
1531743913.680382,,,0.7683381299250001,,
1531743913.6803975,,,,0.244949267529,
1531743913.6803985,,,,,-0.260159900004
1531743913.6803994,,-0.040683930497,,,
1531743913.6804044,-0.088269679142,,,,
1531743913.7804625,,,0.757215757439,,
1531743913.7804775,,,,0.253128753557,
1531743913.7804785,,,,,-0.256436771122
1531743913.7804794,,-0.0448069319481,,,
1531743913.7804847,-0.0911479111072,,,,
1531743913.8805425,,,0.751662940329,,
1531743913.8805578,,,,0.2599850211,
1531743913.8805585,,,,,-0.246370940659
1531743913.8805597,,-0.0528133595601,,,
1531743913.8805645,-0.0856972676515,,,,
1531743913.9806225,,,0.752515090538,,
1531743913.9806378,,,,0.261449289188,
1531743913.9806387,,,,,-0.232173373325
1531743913.9806395,,-0.0679469893625,,,
1531743913.9806447,-0.0646805897693,,,,
1531743914.0807025,,,0.752515090538,,
1531743914.0807178,,,,0.257281002912,
1531743914.0807188,,,,,-0.222167306188
1531743914.0807195,,-0.08686400057119999,,,
1531743914.0807247,-0.0370227320662,,,,
1531743914.1807823,,,0.752515090538,,
1531743914.180798,,,,0.245661658188,
1531743914.1807988,,,,,-0.224352063041
1531743914.1807995,,-0.106820981346,,,
1531743914.1808047,-0.0160404749193,,,,
1531743914.2808626,,,0.752515090538,,
1531743914.2808778,,,,0.224144511491,
1531743914.280879,,,,,-0.239303665638
1531743914.28088,,-0.12777749563899998,,,
1531743914.280885,-0.00379581411043,,,,
1531743914.3809426,,,0.749075085664,,
1531743914.380958,,,,0.194907255783,
1531743914.380959,,,,,-0.258783427075
1531743914.38096,,-0.14990181270199998,,,
1531743914.380965,0.00457318434853,,,,
1531743914.4810224,,,0.7398203903730001,,
1531743914.481038,,,,0.166534571298,
1531743914.481039,,,,,-0.271037822587
1531743914.48104,,-0.165701167117,,,
1531743914.481045,0.0151140283522,,,,
1531743914.5811028,,,0.687352643762,,
1531743914.5811186,,,,0.148431710982,
1531743914.5811193,,,,,-0.272126709847
1531743914.5811205,,-0.163991955544,,,
1531743914.581125,0.035209154923300005,,,,
1531743914.6811829,,,0.568430585757,,
1531743914.6811984,,,,0.143125435196,
1531743914.6811993,,,,,-0.265765759554
1531743914.6812005,,-0.145612738969,,,
1531743914.6812053,0.0683981369358,,,,
1531743914.7812624,,,0.46527801251,,
1531743914.7812786,,,,0.147141382004,
1531743914.7812793,,,,,-0.25582389055
1531743914.7812805,,-0.123074722909,,,
1531743914.781285,0.103920063498,,,,
1531743914.8813431,,,0.424931263614,,
1531743914.8813586,,,,0.155692990886,
1531743914.881359,,,,,-0.241852843038
1531743914.8813605,,-0.104799304912,,,
1531743914.8813653,0.125016931848,,,,
1531743914.9814231,,,0.414489961608,,
1531743914.9814384,,,,0.16465519706499998,
1531743914.9814394,,,,,-0.225506905078
1531743914.9814405,,-0.0953823746489,,,
1531743914.9814453,0.12643051972799998,,,,
1531743915.0815036,,,0.407161106408,,
1531743915.0815187,,,,0.171317428728,
1531743915.0815196,,,,,-0.211526271442
1531743915.0815206,,-0.0928546188678,,,
1531743915.0815256,0.11154028937,,,,
1531743915.1815832,,,0.407161106408,,
1531743915.1815991,,,,0.177682488548,
1531743915.1815994,,,,,-0.202651395314
1531743915.1816006,,-0.09581534261389997,,,
1531743915.1816056,0.0847661580202,,,,
1531743915.2816634,,,0.404744823099,,
1531743915.2816787,,,,0.187843383672,
1531743915.28168,,,,,-0.199259101593
1531743915.2816806,,-0.101924660999,,,
1531743915.2816856,0.0486030593673,,,,
1531743915.3817437,,,0.40430101732,,
1531743915.3817587,,,,0.201512476977,
1531743915.38176,,,,,-0.200303997882
1531743915.3817608,,-0.106685281626,,,
1531743915.3817658,0.0110224434971,,,,
1531743915.4818234,,,0.395186560928,,
1531743915.4818387,,,,0.21379433937,
1531743915.4818401,,,,,-0.205385576302
1531743915.4818408,,-0.104966195033,,,
1531743915.481846,-0.0180877969354,,,,
1531743915.5819035,,,0.394678280717,,
1531743915.581919,,,,0.220935012138,
1531743915.58192,,,,,-0.211616744583
1531743915.5819206,,-0.089286639916,,,
1531743915.5819259,-0.028400344523,,,,
1531743915.6819837,,,0.394678280717,,
1531743915.6819992,,,,0.225479859525,
1531743915.6820002,,,,,-0.215588749894
1531743915.6820009,,-0.055231081701100006,,,
1531743915.6820061,-0.0043379053677,,,,
1531743915.7820635,,,0.402103613702,,
1531743915.7820792,,,,0.23491540531100005,
1531743915.7820802,,,,,-0.218060490169
1531743915.7820814,,-0.0102521973455,,,
1531743915.782086,0.0544326267281,,,,
1531743915.8821435,,,0.380914581898,,
1531743915.8821592,,,,0.252600614233,
1531743915.8821602,,,,,-0.224163938191
1531743915.8821616,,0.030330490576200006,,,
1531743915.882166,0.125835965544,,,,
1531743915.9822235,,,0.3512751071720001,,
1531743915.9822392,,,,0.273818351002,
1531743915.9822404,,,,,-0.238668653074
