timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1531743875.8233006,865.259643555,835.650024414,834.0050048830001,838.940002441
1531743875.827849,861.969726562,842.229919434,829.070068359,837.29498291
1531743875.8323975,860.3247070310001,845.519897461,835.650024414,835.650024414
1531743875.8369462,853.744812012,837.29498291,838.940002441,835.650024414
1531743875.8414948,855.3897705080001,838.940002441,834.0050048830001,842.229919434
1531743875.8460436,850.454833984,834.0050048830001,838.940002441,842.229919434
1531743875.850592,852.09979248,832.360046387,830.715087891,838.940002441
1531743875.855141,855.3897705080001,837.29498291,835.650024414,845.519897461
1531743875.8596895,853.744812012,837.29498291,838.940002441,842.229919434
1531743875.864238,852.09979248,837.29498291,832.360046387,834.0050048830001
1531743875.8687868,853.744812012,842.229919434,837.29498291,838.940002441
1531743875.8733356,850.454833984,840.584960938,840.584960938,824.135131836
1531743875.877884,852.09979248,834.0050048830001,842.229919434,830.715087891
1531743875.8824327,850.454833984,830.715087891,843.874938965,837.29498291
1531743875.8869812,848.809875488,835.650024414,842.229919434,835.650024414
1531743875.89153,850.454833984,834.0050048830001,843.874938965,842.229919434
1531743875.8960786,853.744812012,837.29498291,837.29498291,842.229919434
1531743875.9006274,857.0347290039999,842.229919434,842.229919434,840.584960938
1531743875.905176,858.679748535,834.0050048830001,834.0050048830001,845.519897461
1531743875.9097245,858.679748535,838.940002441,835.650024414,843.874938965
1531743875.9142733,855.3897705080001,835.650024414,835.650024414,843.874938965
1531743875.9188216,858.679748535,840.584960938,835.650024414,838.940002441
1531743875.9233706,853.744812012,840.584960938,837.29498291,829.070068359
1531743875.9279194,847.164855957,837.29498291,829.070068359,829.070068359
1531743875.9324675,838.940002441,834.0050048830001,837.29498291,825.7801513669999
1531743875.9370165,835.650024414,837.29498291,830.715087891,825.7801513669999
1531743875.941565,845.519897461,838.940002441,838.940002441,829.070068359
1531743875.9461136,848.809875488,838.940002441,840.584960938,830.715087891
1531743875.9506626,848.809875488,843.874938965,838.940002441,827.425109863
1531743875.9552107,852.09979248,838.940002441,838.940002441,827.425109863
1531743875.9597595,852.09979248,830.715087891,840.584960938,830.715087891
1531743875.9643085,853.744812012,838.940002441,838.940002441,830.715087891
1531743875.9688568,861.969726562,838.940002441,837.29498291,834.0050048830001
1531743875.9734054,858.679748535,837.29498291,843.874938965,832.360046387
1531743875.977954,852.09979248,840.584960938,835.650024414,830.715087891
1531743875.9825027,858.679748535,840.584960938,837.29498291,838.940002441
1531743875.9870515,861.969726562,838.940002441,842.229919434,842.229919434
1531743875.9916,860.3247070310001,837.29498291,837.29498291,847.164855957
1531743875.9961488,865.259643555,835.650024414,837.29498291,838.940002441
1531743876.0006974,860.3247070310001,840.584960938,840.584960938,835.650024414
1531743876.0052464,860.3247070310001,842.229919434,842.229919434,838.940002441
1531743876.0097947,858.679748535,840.584960938,842.229919434,832.360046387
1531743876.0143433,857.0347290039999,842.229919434,847.164855957,840.584960938
1531743876.018892,845.519897461,832.360046387,830.715087891,822.49017334
1531743876.0234404,847.164855957,835.650024414,835.650024414,820.8452148439999
1531743876.0279894,845.519897461,832.360046387,829.070068359,825.7801513669999
1531743876.0325382,842.229919434,832.360046387,840.584960938,817.555236816
1531743876.0370865,845.519897461,837.29498291,845.519897461,832.360046387
1531743876.0416353,847.164855957,838.940002441,837.29498291,824.135131836
1531743876.0461838,847.164855957,835.650024414,843.874938965,827.425109863
1531743876.0507324,858.679748535,835.650024414,832.360046387,835.650024414
1531743876.0552812,852.09979248,832.360046387,824.135131836,835.650024414
1531743876.0598295,848.809875488,830.715087891,834.0050048830001,827.425109863
1531743876.0643785,850.454833984,832.360046387,832.360046387,822.49017334
1531743876.068927,852.09979248,832.360046387,834.0050048830001,827.425109863
1531743876.0734758,857.0347290039999,834.0050048830001,827.425109863,824.135131836
1531743876.0780244,860.3247070310001,832.360046387,820.8452148439999,829.070068359
1531743876.0825727,860.3247070310001,837.29498291,824.135131836,830.715087891
1531743876.0871215,850.454833984,832.360046387,837.29498291,817.555236816
1531743876.0916705,852.09979248,834.0050048830001,840.584960938,827.425109863
1531743876.0962193,847.164855957,834.0050048830001,834.0050048830001,830.715087891
1531743876.1007676,842.229919434,830.715087891,830.715087891,819.200195312
1531743876.1053162,855.3897705080001,838.940002441,834.0050048830001,829.070068359
1531743876.109865,860.3247070310001,843.874938965,829.070068359,827.425109863
1531743876.1144135,853.744812012,838.940002441,834.0050048830001,834.0050048830001
1531743876.1189625,853.744812012,835.650024414,832.360046387,835.650024414
1531743876.1235108,848.809875488,834.0050048830001,832.360046387,830.715087891
1531743876.1280596,843.874938965,837.29498291,834.0050048830001,830.715087891
1531743876.1326082,852.09979248,832.360046387,837.29498291,827.425109863
1531743876.1371567,853.744812012,838.940002441,834.0050048830001,835.650024414
1531743876.1417055,850.454833984,834.0050048830001,829.070068359,829.070068359
1531743876.1462538,852.09979248,834.0050048830001,832.360046387,832.360046387
1531743876.1508026,843.874938965,835.650024414,825.7801513669999,830.715087891
1531743876.1553516,855.3897705080001,838.940002441,837.29498291,832.360046387
1531743876.1599,855.3897705080001,840.584960938,837.29498291,830.715087891
1531743876.1644487,857.0347290039999,838.940002441,834.0050048830001,825.7801513669999
1531743876.1689973,853.744812012,835.650024414,834.0050048830001,834.0050048830001
1531743876.1735456,853.744812012,840.584960938,830.715087891,830.715087891
1531743876.1780946,855.3897705080001,835.650024414,834.0050048830001,835.650024414
1531743876.1826432,850.454833984,832.360046387,842.229919434,829.070068359
1531743876.187192,843.874938965,834.0050048830001,843.874938965,820.8452148439999
1531743876.1917405,837.29498291,827.425109863,848.809875488,822.49017334
1531743876.1962893,830.715087891,834.0050048830001,842.229919434,817.555236816
1531743876.200838,829.070068359,825.7801513669999,842.229919434,817.555236816
1531743876.2053866,832.360046387,834.0050048830001,842.229919434,824.135131836
1531743876.2099352,835.650024414,832.360046387,843.874938965,825.7801513669999
1531743876.2144835,845.519897461,829.070068359,847.164855957,824.135131836
1531743876.2190325,845.519897461,834.0050048830001,837.29498291,827.425109863
1531743876.2235813,845.519897461,825.7801513669999,838.940002441,825.7801513669999
1531743876.2281294,855.3897705080001,835.650024414,842.229919434,829.070068359
1531743876.2326784,853.744812012,835.650024414,837.29498291,832.360046387
1531743876.237227,845.519897461,835.650024414,838.940002441,827.425109863
1531743876.2417755,843.874938965,835.650024414,847.164855957,829.070068359
1531743876.2463243,842.229919434,838.940002441,845.519897461,832.360046387
1531743876.2508726,837.29498291,830.715087891,845.519897461,834.0050048830001
1531743876.2554214,847.164855957,830.715087891,838.940002441,820.8452148439999
1531743876.2599704,837.29498291,829.070068359,835.650024414,819.200195312
1531743876.2645187,835.650024414,825.7801513669999,835.650024414,822.49017334
1531743876.2690675,840.584960938,829.070068359,837.29498291,825.7801513669999
1531743876.273616,832.360046387,827.425109863,835.650024414,829.070068359
1531743876.2781649,847.164855957,830.715087891,834.0050048830001,832.360046387
1531743876.2827134,847.164855957,829.070068359,835.650024414,832.360046387
1531743876.287262,845.519897461,834.0050048830001,840.584960938,832.360046387
1531743876.2918108,838.940002441,827.425109863,837.29498291,825.7801513669999
1531743876.296359,834.0050048830001,834.0050048830001,837.29498291,817.555236816
1531743876.300908,843.874938965,835.650024414,837.29498291,824.135131836
1531743876.3054564,847.164855957,837.29498291,834.0050048830001,827.425109863
1531743876.3100052,853.744812012,837.29498291,834.0050048830001,832.360046387
1531743876.314554,850.454833984,830.715087891,834.0050048830001,829.070068359
1531743876.3191025,845.519897461,832.360046387,835.650024414,825.7801513669999
1531743876.323651,848.809875488,832.360046387,825.7801513669999,835.650024414
1531743876.3282,845.519897461,837.29498291,834.0050048830001,832.360046387
1531743876.3327484,835.650024414,840.584960938,837.29498291,829.070068359
1531743876.3372972,850.454833984,834.0050048830001,835.650024414,830.715087891
1531743876.3418458,843.874938965,834.0050048830001,835.650024414,829.070068359
1531743876.3463945,847.164855957,835.650024414,835.650024414,832.360046387
1531743876.350943,850.454833984,834.0050048830001,835.650024414,832.360046387
1531743876.3554914,842.229919434,834.0050048830001,835.650024414,834.0050048830001
1531743876.3600404,838.940002441,830.715087891,832.360046387,822.49017334
1531743876.364589,850.454833984,835.650024414,834.0050048830001,825.7801513669999
1531743876.3691375,855.3897705080001,830.715087891,829.070068359,834.0050048830001
1531743876.3736866,852.09979248,834.0050048830001,830.715087891,834.0050048830001
1531743876.3782349,863.614685059,837.29498291,838.940002441,835.650024414
1531743876.3827837,853.744812012,835.650024414,838.940002441,837.29498291
1531743876.3873322,853.744812012,837.29498291,847.164855957,838.940002441
1531743876.3918808,848.809875488,838.940002441,843.874938965,832.360046387
1531743876.3964295,845.519897461,842.229919434,832.360046387,835.650024414
1531743876.4009778,847.164855957,837.29498291,837.29498291,827.425109863
1531743876.4055269,847.164855957,840.584960938,837.29498291,827.425109863
1531743876.4100757,848.809875488,837.29498291,838.940002441,829.070068359
1531743876.414624,850.454833984,838.940002441,838.940002441,837.29498291
1531743876.4191728,850.454833984,840.584960938,832.360046387,835.650024414
1531743876.4237213,858.679748535,840.584960938,830.715087891,830.715087891
1531743876.4282699,857.0347290039999,843.874938965,835.650024414,840.584960938
1531743876.4328187,847.164855957,835.650024414,840.584960938,832.360046387
1531743876.4373672,847.164855957,837.29498291,842.229919434,835.650024414
1531743876.441916,848.809875488,837.29498291,840.584960938,835.650024414
1531743876.4464645,855.3897705080001,838.940002441,840.584960938,837.29498291
1531743876.4510133,850.454833984,837.29498291,837.29498291,835.650024414
1531743876.4555619,855.3897705080001,842.229919434,837.29498291,840.584960938
1531743876.4601107,857.0347290039999,837.29498291,838.940002441,837.29498291
1531743876.4646592,855.3897705080001,840.584960938,835.650024414,834.0050048830001
1531743876.4692078,863.614685059,843.874938965,834.0050048830001,837.29498291
1531743876.4737566,860.3247070310001,842.229919434,835.650024414,834.0050048830001
1531743876.4783053,858.679748535,838.940002441,837.29498291,834.0050048830001
1531743876.4828534,857.0347290039999,838.940002441,835.650024414,834.0050048830001
1531743876.4874024,855.3897705080001,840.584960938,837.29498291,835.650024414
1531743876.491951,853.744812012,840.584960938,838.940002441,842.229919434
1531743876.4964998,855.3897705080001,840.584960938,840.584960938,842.229919434
1531743876.5010483,857.0347290039999,840.584960938,840.584960938,843.874938965
1531743876.5055966,858.679748535,837.29498291,842.229919434,843.874938965
1531743876.5101454,850.454833984,830.715087891,840.584960938,837.29498291
1531743876.5146945,853.744812012,837.29498291,837.29498291,837.29498291
1531743876.519243,857.0347290039999,835.650024414,840.584960938,838.940002441
1531743876.5237913,858.679748535,837.29498291,838.940002441,840.584960938
1531743876.52834,861.969726562,838.940002441,835.650024414,842.229919434
1531743876.5328887,858.679748535,835.650024414,837.29498291,842.229919434
1531743876.5374374,865.259643555,838.940002441,835.650024414,838.940002441
1531743876.5419862,860.3247070310001,840.584960938,834.0050048830001,838.940002441
1531743876.5465348,860.3247070310001,842.229919434,835.650024414,835.650024414
1531743876.551083,866.904663086,838.940002441,837.29498291,834.0050048830001
1531743876.555632,863.614685059,838.940002441,837.29498291,838.940002441
1531743876.5601807,866.904663086,837.29498291,835.650024414,843.874938965
1531743876.5647295,863.614685059,837.29498291,834.0050048830001,848.809875488
1531743876.569278,865.259643555,838.940002441,840.584960938,830.715087891
1531743876.5738266,858.679748535,840.584960938,834.0050048830001,825.7801513669999
1531743876.578375,858.679748535,835.650024414,837.29498291,832.360046387
1531743876.5829241,861.969726562,832.360046387,834.0050048830001,834.0050048830001
1531743876.5874727,855.3897705080001,840.584960938,834.0050048830001,837.29498291
1531743876.5920212,857.0347290039999,838.940002441,837.29498291,837.29498291
1531743876.5965698,852.09979248,832.360046387,838.940002441,834.0050048830001
1531743876.6011186,853.744812012,834.0050048830001,835.650024414,837.29498291
1531743876.605667,855.3897705080001,840.584960938,837.29498291,843.874938965
1531743876.610216,858.679748535,838.940002441,832.360046387,847.164855957
1531743876.6147645,861.969726562,840.584960938,837.29498291,842.229919434
1531743876.619313,863.614685059,838.940002441,842.229919434,845.519897461
1531743876.6238618,861.969726562,837.29498291,840.584960938,842.229919434
1531743876.6284106,865.259643555,845.519897461,840.584960938,845.519897461
1531743876.6329591,865.259643555,843.874938965,840.584960938,848.809875488
1531743876.6375074,853.744812012,830.715087891,845.519897461,845.519897461
1531743876.6420562,866.904663086,829.070068359,847.164855957,843.874938965
1531743876.646605,873.484558105,830.715087891,850.454833984,840.584960938
1531743876.6511536,866.904663086,825.7801513669999,843.874938965,847.164855957
1531743876.6557026,875.129516602,834.0050048830001,843.874938965,852.09979248
1531743876.6602507,878.4194946289999,832.360046387,845.519897461,850.454833984
1531743876.6647995,865.259643555,837.29498291,847.164855957,855.3897705080001
1531743876.6693482,865.259643555,830.715087891,843.874938965,855.3897705080001
1531743876.6738968,857.0347290039999,830.715087891,842.229919434,847.164855957
1531743876.6784456,860.3247070310001,829.070068359,853.744812012,848.809875488
1531743876.682994,868.549621582,827.425109863,837.29498291,834.0050048830001
1531743876.6875427,881.7094726560001,838.940002441,843.874938965,838.940002441
1531743876.6920915,883.354431152,837.29498291,842.229919434,842.229919434
1531743876.69664,883.354431152,835.650024414,843.874938965,848.809875488
1531743876.7011886,881.7094726560001,835.650024414,848.809875488,853.744812012
1531743876.7057376,875.129516602,829.070068359,848.809875488,850.454833984
1531743876.710286,860.3247070310001,830.715087891,845.519897461,848.809875488
1531743876.7148347,858.679748535,835.650024414,840.584960938,850.454833984
1531743876.7193832,857.0347290039999,835.650024414,848.809875488,850.454833984
1531743876.723932,857.0347290039999,835.650024414,843.874938965,845.519897461
1531743876.7284806,861.969726562,835.650024414,840.584960938,847.164855957
1531743876.7330294,857.0347290039999,838.940002441,843.874938965,845.519897461
1531743876.737578,863.614685059,840.584960938,840.584960938,842.229919434
1531743876.7421265,853.744812012,832.360046387,842.229919434,843.874938965
1531743876.7466753,852.09979248,835.650024414,838.940002441,834.0050048830001
1531743876.7512238,857.0347290039999,840.584960938,835.650024414,834.0050048830001
1531743876.7557724,857.0347290039999,835.650024414,840.584960938,837.29498291
1531743876.7603214,855.3897705080001,832.360046387,838.940002441,837.29498291
1531743876.7648695,855.3897705080001,837.29498291,840.584960938,837.29498291
1531743876.7694185,857.0347290039999,838.940002441,837.29498291,834.0050048830001
1531743876.773967,858.679748535,840.584960938,830.715087891,838.940002441
1531743876.7785153,858.679748535,842.229919434,837.29498291,842.229919434
1531743876.7830644,861.969726562,838.940002441,832.360046387,837.29498291
1531743876.7876127,858.679748535,842.229919434,830.715087891,838.940002441
1531743876.7921615,853.744812012,837.29498291,838.940002441,829.070068359
1531743876.7967105,853.744812012,835.650024414,835.650024414,834.0050048830001
1531743876.8012588,850.454833984,830.715087891,837.29498291,834.0050048830001
1531743876.8058074,857.0347290039999,840.584960938,835.650024414,840.584960938
1531743876.8103561,860.3247070310001,840.584960938,835.650024414,840.584960938
1531743876.8149047,868.549621582,842.229919434,842.229919434,845.519897461
1531743876.8194535,858.679748535,838.940002441,834.0050048830001,840.584960938
1531743876.824002,853.744812012,834.0050048830001,827.425109863,832.360046387
1531743876.8285508,855.3897705080001,840.584960938,824.135131836,832.360046387
1531743876.8330994,858.679748535,840.584960938,834.0050048830001,835.650024414
1531743876.8376482,858.679748535,838.940002441,840.584960938,832.360046387
1531743876.8421967,861.969726562,838.940002441,837.29498291,835.650024414
1531743876.8467453,873.484558105,842.229919434,834.0050048830001,838.940002441
1531743876.851294,873.484558105,843.874938965,835.650024414,845.519897461
1531743876.8558426,871.839599609,842.229919434,837.29498291,847.164855957
1531743876.8603914,873.484558105,847.164855957,838.940002441,845.519897461
1531743876.86494,866.904663086,842.229919434,834.0050048830001,835.650024414
1531743876.8694885,866.904663086,835.650024414,834.0050048830001,845.519897461
1531743876.8740373,866.904663086,838.940002441,837.29498291,852.09979248
1531743876.8785858,863.614685059,840.584960938,840.584960938,840.584960938
1531743876.8831346,858.679748535,832.360046387,840.584960938,847.164855957
1531743876.8876832,857.0347290039999,838.940002441,838.940002441,840.584960938
1531743876.8922315,863.614685059,840.584960938,834.0050048830001,837.29498291
1531743876.8967805,870.1945800780001,842.229919434,840.584960938,843.874938965
1531743876.9013288,865.259643555,838.940002441,843.874938965,842.229919434
1531743876.9058778,868.549621582,837.29498291,842.229919434,840.584960938
1531743876.9104266,861.969726562,834.0050048830001,842.229919434,840.584960938
1531743876.9149747,861.969726562,834.0050048830001,840.584960938,843.874938965
1531743876.9195235,868.549621582,840.584960938,842.229919434,840.584960938
1531743876.9240725,861.969726562,840.584960938,840.584960938,835.650024414
1531743876.9286213,868.549621582,843.874938965,843.874938965,842.229919434
1531743876.9331696,868.549621582,837.29498291,835.650024414,840.584960938
1531743876.9377182,858.679748535,825.7801513669999,832.360046387,842.229919434
1531743876.9422667,860.3247070310001,827.425109863,842.229919434,850.454833984
1531743876.9468155,857.0347290039999,827.425109863,843.874938965,843.874938965
1531743876.9513645,858.679748535,843.874938965,837.29498291,837.29498291
1531743876.9559126,865.259643555,843.874938965,837.29498291,843.874938965
1531743876.9604616,870.1945800780001,840.584960938,832.360046387,847.164855957
1531743876.9650102,865.259643555,832.360046387,838.940002441,845.519897461
1531743876.9695587,871.839599609,840.584960938,838.940002441,848.809875488
1531743876.9741075,868.549621582,837.29498291,842.229919434,850.454833984
1531743876.978656,861.969726562,847.164855957,834.0050048830001,845.519897461
1531743876.9832046,871.839599609,847.164855957,834.0050048830001,850.454833984
1531743876.9877536,863.614685059,840.584960938,837.29498291,847.164855957
1531743876.992302,861.969726562,834.0050048830001,837.29498291,845.519897461
1531743876.9968507,863.614685059,834.0050048830001,838.940002441,852.09979248
1531743877.0013993,865.259643555,838.940002441,832.360046387,850.454833984
1531743877.0059476,870.1945800780001,840.584960938,835.650024414,847.164855957
1531743877.0104964,863.614685059,845.519897461,848.809875488,843.874938965
1531743877.0150454,860.3247070310001,838.940002441,837.29498291,837.29498291
1531743877.019594,853.744812012,832.360046387,834.0050048830001,837.29498291
1531743877.0241425,863.614685059,840.584960938,835.650024414,834.0050048830001
1531743877.0286913,866.904663086,843.874938965,830.715087891,834.0050048830001
1531743877.0332398,863.614685059,845.519897461,837.29498291,842.229919434
1531743877.0377884,861.969726562,840.584960938,835.650024414,837.29498291
1531743877.0423374,857.0347290039999,835.650024414,832.360046387,840.584960938
1531743877.0468855,855.3897705080001,832.360046387,837.29498291,843.874938965
1531743877.0514345,860.3247070310001,837.29498291,842.229919434,848.809875488
1531743877.0559833,860.3247070310001,840.584960938,835.650024414,852.09979248
1531743877.0605314,855.3897705080001,832.360046387,835.650024414,850.454833984
1531743877.0650804,857.0347290039999,832.360046387,838.940002441,845.519897461
1531743877.069629,858.679748535,834.0050048830001,840.584960938,843.874938965
1531743877.0741775,855.3897705080001,835.650024414,837.29498291,845.519897461
1531743877.0787265,852.09979248,835.650024414,837.29498291,834.0050048830001
1531743877.0832748,852.09979248,840.584960938,835.650024414,829.070068359
1531743877.0878234,850.454833984,837.29498291,838.940002441,825.7801513669999
1531743877.0923722,850.454833984,834.0050048830001,838.940002441,819.200195312
1531743877.0969207,857.0347290039999,835.650024414,835.650024414,825.7801513669999
1531743877.1014695,855.3897705080001,837.29498291,837.29498291,830.715087891
1531743877.106018,858.679748535,840.584960938,838.940002441,835.650024414
1531743877.1105669,857.0347290039999,834.0050048830001,837.29498291,840.584960938
1531743877.1151154,855.3897705080001,840.584960938,840.584960938,843.874938965
1531743877.119664,858.679748535,838.940002441,834.0050048830001,838.940002441
1531743877.1242127,853.744812012,843.874938965,827.425109863,835.650024414
1531743877.1287613,857.0347290039999,843.874938965,829.070068359,832.360046387
1531743877.13331,852.09979248,838.940002441,832.360046387,829.070068359
1531743877.1378586,850.454833984,838.940002441,837.29498291,829.070068359
1531743877.1424072,855.3897705080001,843.874938965,838.940002441,835.650024414
1531743877.146956,855.3897705080001,838.940002441,840.584960938,838.940002441
1531743877.1515045,857.0347290039999,840.584960938,834.0050048830001,840.584960938
1531743877.1560533,858.679748535,838.940002441,837.29498291,837.29498291
1531743877.1606019,861.969726562,845.519897461,835.650024414,835.650024414
1531743877.1651506,858.679748535,845.519897461,827.425109863,838.940002441
1531743877.1696992,858.679748535,842.229919434,830.715087891,838.940002441
1531743877.1742475,857.0347290039999,843.874938965,835.650024414,837.29498291
1531743877.1787965,855.3897705080001,845.519897461,843.874938965,837.29498291
1531743877.1833453,857.0347290039999,835.650024414,840.584960938,840.584960938
1531743877.1878936,855.3897705080001,842.229919434,840.584960938,842.229919434
1531743877.1924427,858.679748535,842.229919434,838.940002441,842.229919434
1531743877.196991,858.679748535,840.584960938,835.650024414,835.650024414
1531743877.2015398,866.904663086,842.229919434,837.29498291,837.29498291
1531743877.2060885,866.904663086,845.519897461,829.070068359,845.519897461
1531743877.2106366,858.679748535,842.229919434,835.650024414,842.229919434
1531743877.2151856,850.454833984,837.29498291,832.360046387,838.940002441
1531743877.2197342,852.09979248,832.360046387,845.519897461,837.29498291
