timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1531743892.785197,850.454833984,843.874938965,835.650024414,825.7801513669999
1531743892.7897458,852.09979248,842.229919434,835.650024414,829.070068359
1531743892.7942946,852.09979248,838.940002441,837.29498291,834.0050048830001
1531743892.7988427,857.0347290039999,840.584960938,838.940002441,837.29498291
1531743892.8033915,857.0347290039999,838.940002441,837.29498291,835.650024414
1531743892.8079402,857.0347290039999,837.29498291,837.29498291,834.0050048830001
1531743892.812489,860.3247070310001,838.940002441,840.584960938,843.874938965
1531743892.8170376,860.3247070310001,837.29498291,838.940002441,840.584960938
1531743892.821586,857.0347290039999,837.29498291,840.584960938,845.519897461
1531743892.8261347,855.3897705080001,835.650024414,840.584960938,835.650024414
1531743892.8306837,848.809875488,834.0050048830001,840.584960938,830.715087891
1531743892.8352325,847.164855957,837.29498291,838.940002441,838.940002441
1531743892.8397806,855.3897705080001,838.940002441,837.29498291,842.229919434
1531743892.8443296,853.744812012,837.29498291,837.29498291,834.0050048830001
1531743892.848878,858.679748535,835.650024414,837.29498291,837.29498291
1531743892.8534267,857.0347290039999,837.29498291,835.650024414,838.940002441
1531743892.8579755,858.679748535,842.229919434,837.29498291,838.940002441
1531743892.862524,861.969726562,838.940002441,838.940002441,843.874938965
1531743892.8670723,853.744812012,837.29498291,837.29498291,838.940002441
1531743892.8716214,847.164855957,837.29498291,838.940002441,837.29498291
1531743892.87617,852.09979248,835.650024414,838.940002441,843.874938965
1531743892.8807187,847.164855957,838.940002441,838.940002441,843.874938965
1531743892.8852673,848.809875488,842.229919434,838.940002441,842.229919434
1531743892.8898158,853.744812012,842.229919434,838.940002441,847.164855957
1531743892.8943644,850.454833984,842.229919434,840.584960938,850.454833984
1531743892.8989134,852.09979248,842.229919434,840.584960938,845.519897461
1531743892.903462,852.09979248,837.29498291,842.229919434,843.874938965
1531743892.9080105,845.519897461,837.29498291,843.874938965,847.164855957
1531743892.912559,845.519897461,838.940002441,842.229919434,837.29498291
1531743892.9171078,843.874938965,835.650024414,843.874938965,840.584960938
1531743892.9216564,848.809875488,838.940002441,845.519897461,834.0050048830001
1531743892.9262052,847.164855957,837.29498291,843.874938965,837.29498291
1531743892.9307535,847.164855957,837.29498291,842.229919434,850.454833984
1531743892.9353025,852.09979248,837.29498291,840.584960938,835.650024414
1531743892.939851,848.809875488,838.940002441,834.0050048830001,827.425109863
1531743892.9443994,848.809875488,840.584960938,834.0050048830001,837.29498291
1531743892.9489484,855.3897705080001,843.874938965,832.360046387,830.715087891
1531743892.9534967,852.09979248,840.584960938,830.715087891,834.0050048830001
1531743892.9580455,857.0347290039999,845.519897461,834.0050048830001,837.29498291
1531743892.9625945,858.679748535,843.874938965,834.0050048830001,830.715087891
1531743892.9671428,861.969726562,845.519897461,834.0050048830001,829.070068359
1531743892.9716914,858.679748535,842.229919434,835.650024414,832.360046387
1531743892.9762402,855.3897705080001,842.229919434,835.650024414,829.070068359
1531743892.9807887,855.3897705080001,842.229919434,837.29498291,842.229919434
1531743892.9853375,855.3897705080001,842.229919434,840.584960938,838.940002441
1531743892.989886,861.969726562,842.229919434,840.584960938,840.584960938
1531743892.9944348,863.614685059,842.229919434,838.940002441,840.584960938
1531743892.9989836,861.969726562,843.874938965,838.940002441,834.0050048830001
1531743893.003532,853.744812012,842.229919434,835.650024414,845.519897461
1531743893.0080807,853.744812012,840.584960938,837.29498291,842.229919434
1531743893.0126293,861.969726562,838.940002441,840.584960938,834.0050048830001
1531743893.0171778,861.969726562,838.940002441,838.940002441,843.874938965
1531743893.0217266,861.969726562,835.650024414,842.229919434,847.164855957
1531743893.0262752,860.3247070310001,832.360046387,845.519897461,848.809875488
1531743893.030824,855.3897705080001,832.360046387,843.874938965,850.454833984
1531743893.0353725,855.3897705080001,832.360046387,842.229919434,843.874938965
1531743893.0399213,853.744812012,832.360046387,837.29498291,845.519897461
1531743893.0444698,855.3897705080001,830.715087891,837.29498291,843.874938965
1531743893.0490186,853.744812012,835.650024414,838.940002441,838.940002441
1531743893.0535672,861.969726562,837.29498291,838.940002441,832.360046387
1531743893.0581155,865.259643555,838.940002441,838.940002441,830.715087891
1531743893.0626645,861.969726562,837.29498291,835.650024414,832.360046387
1531743893.0672133,858.679748535,834.0050048830001,840.584960938,835.650024414
1531743893.0717616,855.3897705080001,830.715087891,840.584960938,835.650024414
1531743893.0763106,860.3247070310001,834.0050048830001,838.940002441,834.0050048830001
1531743893.0808587,858.679748535,835.650024414,838.940002441,835.650024414
1531743893.0854075,865.259643555,837.29498291,837.29498291,840.584960938
1531743893.0899565,868.549621582,840.584960938,838.940002441,837.29498291
1531743893.0945046,863.614685059,835.650024414,837.29498291,842.229919434
1531743893.0990536,870.1945800780001,837.29498291,837.29498291,840.584960938
1531743893.1036024,860.3247070310001,835.650024414,837.29498291,853.744812012
1531743893.108151,860.3247070310001,837.29498291,834.0050048830001,847.164855957
1531743893.1126995,860.3247070310001,837.29498291,835.650024414,850.454833984
1531743893.117248,858.679748535,838.940002441,837.29498291,845.519897461
1531743893.1217966,855.3897705080001,840.584960938,837.29498291,843.874938965
1531743893.1263454,850.454833984,837.29498291,837.29498291,847.164855957
1531743893.1308944,847.164855957,837.29498291,838.940002441,847.164855957
1531743893.1354427,852.09979248,835.650024414,837.29498291,842.229919434
1531743893.1399913,852.09979248,840.584960938,835.650024414,835.650024414
1531743893.14454,858.679748535,842.229919434,835.650024414,835.650024414
1531743893.1490884,853.744812012,837.29498291,838.940002441,838.940002441
1531743893.1536374,855.3897705080001,837.29498291,838.940002441,842.229919434
1531743893.158186,865.259643555,835.650024414,837.29498291,847.164855957
1531743893.1627345,863.614685059,837.29498291,837.29498291,853.744812012
1531743893.1672833,866.904663086,838.940002441,837.29498291,853.744812012
1531743893.1718318,871.839599609,837.29498291,838.940002441,848.809875488
1531743893.1763804,870.1945800780001,835.650024414,837.29498291,848.809875488
1531743893.1809292,876.7745361330001,840.584960938,832.360046387,845.519897461
1531743893.1854775,878.4194946289999,840.584960938,832.360046387,853.744812012
1531743893.1900265,871.839599609,838.940002441,832.360046387,855.3897705080001
1531743893.1945753,875.129516602,837.29498291,835.650024414,855.3897705080001
1531743893.199124,871.839599609,835.650024414,835.650024414,847.164855957
1531743893.2036724,871.839599609,838.940002441,834.0050048830001,853.744812012
1531743893.2082212,866.904663086,840.584960938,832.360046387,845.519897461
1531743893.2127695,868.549621582,840.584960938,832.360046387,845.519897461
1531743893.2173185,863.614685059,842.229919434,832.360046387,852.09979248
1531743893.221867,863.614685059,838.940002441,832.360046387,845.519897461
1531743893.2264154,861.969726562,837.29498291,832.360046387,843.874938965
1531743893.2309642,858.679748535,838.940002441,832.360046387,838.940002441
1531743893.235513,857.0347290039999,837.29498291,830.715087891,837.29498291
1531743893.2400615,863.614685059,838.940002441,832.360046387,830.715087891
1531743893.2446105,865.259643555,840.584960938,834.0050048830001,837.29498291
1531743893.2491589,868.549621582,840.584960938,835.650024414,842.229919434
1531743893.2537074,871.839599609,837.29498291,835.650024414,848.809875488
1531743893.2582562,871.839599609,834.0050048830001,832.360046387,843.874938965
1531743893.2628047,871.839599609,837.29498291,832.360046387,848.809875488
1531743893.2673535,875.129516602,837.29498291,834.0050048830001,848.809875488
1531743893.2719018,875.129516602,838.940002441,837.29498291,853.744812012
1531743893.2764506,871.839599609,838.940002441,837.29498291,853.744812012
1531743893.2809994,873.484558105,835.650024414,835.650024414,847.164855957
1531743893.285548,875.129516602,837.29498291,834.0050048830001,847.164855957
1531743893.2900968,868.549621582,835.650024414,835.650024414,857.0347290039999
1531743893.2946453,861.969726562,835.650024414,837.29498291,858.679748535
1531743893.2991939,865.259643555,840.584960938,837.29498291,848.809875488
1531743893.3037426,852.09979248,838.940002441,837.29498291,843.874938965
1531743893.3082912,852.09979248,838.940002441,837.29498291,832.360046387
1531743893.31284,853.744812012,835.650024414,837.29498291,835.650024414
1531743893.3173885,852.09979248,835.650024414,835.650024414,830.715087891
1531743893.3219373,850.454833984,832.360046387,835.650024414,830.715087891
1531743893.3264859,852.09979248,832.360046387,837.29498291,840.584960938
1531743893.3310347,853.744812012,834.0050048830001,835.650024414,840.584960938
1531743893.3355832,858.679748535,834.0050048830001,832.360046387,837.29498291
1531743893.3401318,860.3247070310001,838.940002441,834.0050048830001,843.874938965
1531743893.3446805,863.614685059,842.229919434,835.650024414,845.519897461
1531743893.3492293,863.614685059,838.940002441,837.29498291,843.874938965
1531743893.3537776,866.904663086,838.940002441,840.584960938,850.454833984
1531743893.3583267,861.969726562,837.29498291,835.650024414,843.874938965
1531743893.362875,858.679748535,835.650024414,834.0050048830001,845.519897461
1531743893.3674235,853.744812012,835.650024414,834.0050048830001,840.584960938
1531743893.3719726,858.679748535,837.29498291,837.29498291,842.229919434
1531743893.3765206,863.614685059,835.650024414,838.940002441,843.874938965
1531743893.3810694,863.614685059,837.29498291,837.29498291,850.454833984
1531743893.3856182,863.614685059,837.29498291,838.940002441,852.09979248
1531743893.3901668,863.614685059,837.29498291,838.940002441,848.809875488
1531743893.3947155,865.259643555,837.29498291,837.29498291,850.454833984
1531743893.399264,860.3247070310001,837.29498291,838.940002441,853.744812012
1531743893.4038126,860.3247070310001,835.650024414,837.29498291,853.744812012
1531743893.4083614,860.3247070310001,837.29498291,837.29498291,843.874938965
1531743893.41291,855.3897705080001,837.29498291,837.29498291,835.650024414
1531743893.4174588,853.744812012,838.940002441,835.650024414,827.425109863
1531743893.4220073,852.09979248,835.650024414,835.650024414,835.650024414
1531743893.426556,857.0347290039999,835.650024414,837.29498291,840.584960938
1531743893.4311047,860.3247070310001,838.940002441,835.650024414,842.229919434
1531743893.4356532,861.969726562,838.940002441,838.940002441,840.584960938
1531743893.440202,855.3897705080001,838.940002441,837.29498291,837.29498291
1531743893.4447505,857.0347290039999,838.940002441,835.650024414,842.229919434
1531743893.4492993,861.969726562,837.29498291,835.650024414,848.809875488
1531743893.4538481,866.904663086,840.584960938,835.650024414,852.09979248
1531743893.4583964,866.904663086,838.940002441,835.650024414,847.164855957
1531743893.4629452,866.904663086,840.584960938,835.650024414,840.584960938
1531743893.4674938,857.0347290039999,842.229919434,837.29498291,840.584960938
1531743893.4720426,857.0347290039999,840.584960938,834.0050048830001,838.940002441
1531743893.476591,857.0347290039999,838.940002441,835.650024414,842.229919434
1531743893.4811394,850.454833984,835.650024414,837.29498291,835.650024414
1531743893.4856884,853.744812012,832.360046387,835.650024414,835.650024414
1531743893.490237,853.744812012,834.0050048830001,835.650024414,840.584960938
1531743893.4947858,852.09979248,835.650024414,837.29498291,842.229919434
1531743893.4993346,857.0347290039999,835.650024414,837.29498291,842.229919434
1531743893.503883,861.969726562,837.29498291,837.29498291,840.584960938
1531743893.5084314,861.969726562,835.650024414,837.29498291,834.0050048830001
1531743893.5129802,870.1945800780001,837.29498291,834.0050048830001,830.715087891
1531743893.517529,875.129516602,838.940002441,832.360046387,834.0050048830001
1531743893.5220776,866.904663086,838.940002441,832.360046387,822.49017334
1531743893.5266259,868.549621582,838.940002441,837.29498291,832.360046387
1531743893.531175,866.904663086,837.29498291,838.940002441,847.164855957
1531743893.5357234,865.259643555,837.29498291,840.584960938,850.454833984
1531743893.5402722,858.679748535,835.650024414,842.229919434,852.09979248
1531743893.5448208,858.679748535,835.650024414,838.940002441,842.229919434
1531743893.5493693,860.3247070310001,835.650024414,837.29498291,835.650024414
1531743893.553918,860.3247070310001,835.650024414,838.940002441,843.874938965
1531743893.558467,858.679748535,837.29498291,837.29498291,843.874938965
1531743893.5630155,855.3897705080001,837.29498291,837.29498291,834.0050048830001
1531743893.567564,852.09979248,830.715087891,837.29498291,843.874938965
1531743893.5721126,858.679748535,830.715087891,838.940002441,837.29498291
1531743893.5766613,857.0347290039999,832.360046387,837.29498291,837.29498291
1531743893.58121,847.164855957,834.0050048830001,835.650024414,842.229919434
1531743893.5857587,848.809875488,835.650024414,835.650024414,837.29498291
1531743893.5903072,855.3897705080001,837.29498291,834.0050048830001,838.940002441
1531743893.5948555,850.454833984,834.0050048830001,835.650024414,835.650024414
1531743893.5994046,853.744812012,835.650024414,838.940002441,842.229919434
1531743893.6039534,852.09979248,837.29498291,838.940002441,845.519897461
1531743893.608502,857.0347290039999,835.650024414,837.29498291,847.164855957
1531743893.6130507,863.614685059,834.0050048830001,838.940002441,843.874938965
1531743893.617599,857.0347290039999,835.650024414,837.29498291,843.874938965
1531743893.6221476,861.969726562,835.650024414,835.650024414,848.809875488
1531743893.6266966,853.744812012,835.650024414,835.650024414,845.519897461
1531743893.6312454,855.3897705080001,835.650024414,834.0050048830001,843.874938965
1531743893.6357934,858.679748535,834.0050048830001,832.360046387,832.360046387
1531743893.6403422,853.744812012,832.360046387,834.0050048830001,834.0050048830001
1531743893.644891,865.259643555,837.29498291,835.650024414,834.0050048830001
1531743893.6494393,855.3897705080001,835.650024414,835.650024414,835.650024414
1531743893.6539884,855.3897705080001,835.650024414,838.940002441,838.940002441
1531743893.6585367,855.3897705080001,832.360046387,840.584960938,842.229919434
1531743893.6630855,853.744812012,835.650024414,837.29498291,845.519897461
1531743893.6676342,861.969726562,837.29498291,835.650024414,845.519897461
1531743893.6721828,857.0347290039999,838.940002441,835.650024414,840.584960938
1531743893.6767313,861.969726562,838.940002441,835.650024414,840.584960938
1531743893.6812801,861.969726562,837.29498291,837.29498291,842.229919434
1531743893.6858287,857.0347290039999,838.940002441,838.940002441,843.874938965
1531743893.6903775,857.0347290039999,838.940002441,837.29498291,843.874938965
1531743893.694926,853.744812012,838.940002441,837.29498291,837.29498291
1531743893.6994748,852.09979248,837.29498291,838.940002441,840.584960938
1531743893.7040234,857.0347290039999,837.29498291,835.650024414,842.229919434
1531743893.7085721,852.09979248,838.940002441,837.29498291,837.29498291
1531743893.7131207,855.3897705080001,838.940002441,837.29498291,838.940002441
1531743893.7176692,858.679748535,838.940002441,837.29498291,838.940002441
1531743893.722218,858.679748535,837.29498291,837.29498291,837.29498291
1531743893.7267663,857.0347290039999,837.29498291,837.29498291,840.584960938
1531743893.7313151,861.969726562,838.940002441,837.29498291,842.229919434
1531743893.7358642,865.259643555,842.229919434,834.0050048830001,850.454833984
1531743893.7404125,860.3247070310001,838.940002441,838.940002441,847.164855957
1531743893.7449613,861.969726562,835.650024414,840.584960938,845.519897461
1531743893.7495098,865.259643555,835.650024414,838.940002441,848.809875488
1531743893.7540586,870.1945800780001,837.29498291,838.940002441,850.454833984
1531743893.7586071,871.839599609,835.650024414,838.940002441,860.3247070310001
1531743893.7631555,878.4194946289999,837.29498291,840.584960938,863.614685059
1531743893.7677045,871.839599609,834.0050048830001,843.874938965,857.0347290039999
1531743893.772253,866.904663086,830.715087891,845.519897461,852.09979248
1531743893.7768016,868.549621582,829.070068359,843.874938965,858.679748535
1531743893.7813506,863.614685059,830.715087891,842.229919434,852.09979248
1531743893.785899,871.839599609,832.360046387,840.584960938,855.3897705080001
1531743893.7904475,880.064453125,832.360046387,840.584960938,860.3247070310001
1531743893.7949965,881.7094726560001,834.0050048830001,840.584960938,860.3247070310001
1531743893.7995448,875.129516602,832.360046387,838.940002441,863.614685059
1531743893.8040936,876.7745361330001,832.360046387,837.29498291,855.3897705080001
1531743893.808642,873.484558105,834.0050048830001,837.29498291,860.3247070310001
1531743893.813191,875.129516602,834.0050048830001,837.29498291,858.679748535
1531743893.8177395,878.4194946289999,832.360046387,837.29498291,853.744812012
1531743893.822288,876.7745361330001,832.360046387,837.29498291,855.3897705080001
1531743893.8268368,868.549621582,835.650024414,837.29498291,852.09979248
1531743893.8313856,868.549621582,834.0050048830001,837.29498291,855.3897705080001
1531743893.8359342,861.969726562,832.360046387,838.940002441,852.09979248
1531743893.8404827,863.614685059,832.360046387,840.584960938,847.164855957
1531743893.8450313,866.904663086,834.0050048830001,838.940002441,850.454833984
1531743893.84958,865.259643555,835.650024414,838.940002441,853.744812012
1531743893.8541286,863.614685059,834.0050048830001,837.29498291,842.229919434
1531743893.8586776,861.969726562,834.0050048830001,834.0050048830001,848.809875488
1531743893.863226,865.259643555,830.715087891,837.29498291,848.809875488
1531743893.8677745,863.614685059,829.070068359,837.29498291,847.164855957
1531743893.8723233,858.679748535,834.0050048830001,837.29498291,852.09979248
1531743893.8768716,861.969726562,835.650024414,837.29498291,847.164855957
1531743893.8814206,863.614685059,835.650024414,835.650024414,847.164855957
1531743893.8859694,860.3247070310001,837.29498291,837.29498291,848.809875488
1531743893.8905175,858.679748535,832.360046387,838.940002441,853.744812012
1531743893.8950665,857.0347290039999,834.0050048830001,837.29498291,845.519897461
1531743893.899615,858.679748535,835.650024414,837.29498291,847.164855957
1531743893.9041636,868.549621582,835.650024414,837.29498291,845.519897461
1531743893.9087124,871.839599609,837.29498291,837.29498291,852.09979248
1531743893.9132607,866.904663086,837.29498291,837.29498291,852.09979248
1531743893.9178095,871.839599609,837.29498291,840.584960938,847.164855957
1531743893.9223585,870.1945800780001,838.940002441,838.940002441,850.454833984
1531743893.9269073,865.259643555,842.229919434,838.940002441,852.09979248
1531743893.9314554,863.614685059,838.940002441,837.29498291,852.09979248
1531743893.9360044,861.969726562,838.940002441,835.650024414,847.164855957
1531743893.9405527,861.969726562,837.29498291,837.29498291,840.584960938
1531743893.9451015,863.614685059,834.0050048830001,837.29498291,838.940002441
1531743893.9496505,865.259643555,837.29498291,840.584960938,848.809875488
1531743893.9541988,863.614685059,838.940002441,840.584960938,850.454833984
1531743893.9587474,870.1945800780001,838.940002441,838.940002441,848.809875488
1531743893.9632962,870.1945800780001,840.584960938,838.940002441,857.0347290039999
1531743893.9678447,865.259643555,842.229919434,838.940002441,855.3897705080001
1531743893.9723935,863.614685059,843.874938965,838.940002441,847.164855957
1531743893.976942,858.679748535,842.229919434,840.584960938,845.519897461
1531743893.9814904,858.679748535,840.584960938,838.940002441,842.229919434
1531743893.9860394,860.3247070310001,840.584960938,837.29498291,843.874938965
1531743893.9905882,858.679748535,840.584960938,838.940002441,850.454833984
1531743893.9951367,863.614685059,838.940002441,838.940002441,837.29498291
1531743893.999685,865.259643555,838.940002441,838.940002441,842.229919434
1531743894.0042338,858.679748535,838.940002441,838.940002441,838.940002441
1531743894.0087824,857.0347290039999,837.29498291,840.584960938,842.229919434
1531743894.0133312,857.0347290039999,838.940002441,840.584960938,840.584960938
1531743894.01788,853.744812012,837.29498291,838.940002441,842.229919434
1531743894.0224285,860.3247070310001,835.650024414,838.940002441,842.229919434
1531743894.0269773,857.0347290039999,838.940002441,835.650024414,835.650024414
1531743894.031526,857.0347290039999,840.584960938,835.650024414,832.360046387
1531743894.0360744,853.744812012,838.940002441,832.360046387,830.715087891
1531743894.0406232,855.3897705080001,840.584960938,834.0050048830001,834.0050048830001
1531743894.0451715,843.874938965,837.29498291,837.29498291,832.360046387
1531743894.0497205,843.874938965,837.29498291,835.650024414,835.650024414
1531743894.0542693,853.744812012,838.940002441,838.940002441,843.874938965
1531743894.0588176,847.164855957,837.29498291,838.940002441,840.584960938
1531743894.0633664,858.679748535,842.229919434,837.29498291,840.584960938
1531743894.067915,861.969726562,842.229919434,835.650024414,835.650024414
1531743894.0724635,857.0347290039999,842.229919434,834.0050048830001,835.650024414
1531743894.0770125,855.3897705080001,842.229919434,832.360046387,835.650024414
1531743894.0815609,850.454833984,838.940002441,835.650024414,835.650024414
1531743894.0861096,847.164855957,838.940002441,834.0050048830001,830.715087891
1531743894.0906582,853.744812012,840.584960938,834.0050048830001,832.360046387
1531743894.0952067,853.744812012,840.584960938,834.0050048830001,835.650024414
1531743894.0997555,855.3897705080001,838.940002441,835.650024414,838.940002441
1531743894.1043038,852.09979248,838.940002441,838.940002441,838.940002441
1531743894.1088526,855.3897705080001,837.29498291,838.940002441,830.715087891
1531743894.1134017,857.0347290039999,840.584960938,834.0050048830001,829.070068359
1531743894.11795,853.744812012,838.940002441,834.0050048830001,834.0050048830001
1531743894.1224988,857.0347290039999,840.584960938,832.360046387,843.874938965
1531743894.1270473,858.679748535,835.650024414,830.715087891,843.874938965
1531743894.131596,863.614685059,834.0050048830001,832.360046387,848.809875488
1531743894.1361446,863.614685059,834.0050048830001,830.715087891,843.874938965
1531743894.1406932,861.969726562,834.0050048830001,832.360046387,853.744812012
1531743894.145242,860.3247070310001,835.650024414,834.0050048830001,847.164855957
1531743894.1497905,860.3247070310001,834.0050048830001,832.360046387,845.519897461
1531743894.1543393,860.3247070310001,834.0050048830001,830.715087891,847.164855957
1531743894.158888,858.679748535,834.0050048830001,830.715087891,847.164855957
1531743894.1634364,860.3247070310001,832.360046387,827.425109863,850.454833984
1531743894.1679852,858.679748535,834.0050048830001,830.715087891,850.454833984
1531743894.1725338,858.679748535,835.650024414,832.360046387,850.454833984
1531743894.1770825,858.679748535,835.650024414,834.0050048830001,845.519897461
1531743894.1816313,863.614685059,837.29498291,834.0050048830001,847.164855957
1531743894.1861794,860.3247070310001,835.650024414,834.0050048830001,847.164855957
1531743894.1907284,857.0347290039999,835.650024414,834.0050048830001,835.650024414
1531743894.195277,858.679748535,835.650024414,832.360046387,843.874938965
1531743894.1998258,855.3897705080001,834.0050048830001,832.360046387,837.29498291
1531743894.2043743,858.679748535,835.650024414,832.360046387,837.29498291
1531743894.2089226,865.259643555,835.650024414,834.0050048830001,845.519897461
1531743894.2134714,866.904663086,837.29498291,834.0050048830001,845.519897461
1531743894.2180202,863.614685059,838.940002441,835.650024414,847.164855957
1531743894.222569,853.744812012,838.940002441,834.0050048830001,852.09979248
1531743894.2271175,852.09979248,838.940002441,832.360046387,842.229919434
1531743894.231666,855.3897705080001,840.584960938,834.0050048830001,840.584960938
1531743894.2362149,863.614685059,842.229919434,834.0050048830001,838.940002441
1531743894.2407634,861.969726562,840.584960938,834.0050048830001,835.650024414
1531743894.2453122,863.614685059,840.584960938,835.650024414,845.519897461
1531743894.2498608,863.614685059,838.940002441,835.650024414,845.519897461
1531743894.254409,868.549621582,838.940002441,834.0050048830001,847.164855957
1531743894.258958,865.259643555,835.650024414,837.29498291,850.454833984
1531743894.263507,861.969726562,838.940002441,837.29498291,842.229919434
1531743894.2680554,853.744812012,835.650024414,835.650024414,838.940002441
1531743894.272604,853.744812012,837.29498291,832.360046387,837.29498291
1531743894.2771525,853.744812012,838.940002441,830.715087891,834.0050048830001
1531743894.281701,860.3247070310001,838.940002441,832.360046387,845.519897461
1531743894.28625,865.259643555,838.940002441,835.650024414,847.164855957
1531743894.290799,866.904663086,838.940002441,837.29498291,847.164855957
1531743894.2953472,860.3247070310001,835.650024414,835.650024414,847.164855957
1531743894.2998958,863.614685059,837.29498291,838.940002441,848.809875488
1531743894.3044446,868.549621582,837.29498291,837.29498291,855.3897705080001
1531743894.308993,861.969726562,832.360046387,837.29498291,857.0347290039999
1531743894.313542,863.614685059,837.29498291,838.940002441,853.744812012
1531743894.3180904,861.969726562,837.29498291,835.650024414,840.584960938
1531743894.322639,855.3897705080001,838.940002441,835.650024414,838.940002441
1531743894.3271878,855.3897705080001,842.229919434,837.29498291,840.584960938
1531743894.3317366,852.09979248,835.650024414,837.29498291,843.874938965
1531743894.336285,853.744812012,835.650024414,837.29498291,848.809875488
1531743894.3408337,863.614685059,837.29498291,837.29498291,843.874938965
1531743894.3453822,863.614685059,838.940002441,834.0050048830001,843.874938965
1531743894.349931,861.969726562,835.650024414,834.0050048830001,842.229919434
1531743894.3544796,860.3247070310001,838.940002441,835.650024414,835.650024414
1531743894.3590286,855.3897705080001,838.940002441,834.0050048830001,827.425109863
1531743894.3635767,858.679748535,838.940002441,835.650024414,834.0050048830001
1531743894.3681257,858.679748535,843.874938965,837.29498291,834.0050048830001
1531743894.3726742,863.614685059,843.874938965,837.29498291,842.229919434
1531743894.3772225,865.259643555,842.229919434,837.29498291,847.164855957
1531743894.3817716,860.3247070310001,840.584960938,834.0050048830001,842.229919434
1531743894.3863199,860.3247070310001,838.940002441,834.0050048830001,837.29498291
1531743894.3908687,858.679748535,837.29498291,834.0050048830001,837.29498291
1531743894.3954177,855.3897705080001,835.650024414,834.0050048830001,834.0050048830001
1531743894.399966,852.09979248,837.29498291,834.0050048830001,837.29498291
1531743894.4045148,853.744812012,837.29498291,834.0050048830001,838.940002441
1531743894.4090633,858.679748535,837.29498291,834.0050048830001,838.940002441
1531743894.413612,855.3897705080001,838.940002441,830.715087891,838.940002441
1531743894.4181607,858.679748535,834.0050048830001,830.715087891,842.229919434
1531743894.4227092,855.3897705080001,832.360046387,827.425109863,835.650024414
1531743894.427258,852.09979248,834.0050048830001,829.070068359,840.584960938
1531743894.4318066,853.744812012,834.0050048830001,830.715087891,838.940002441
1531743894.4363554,847.164855957,837.29498291,832.360046387,827.425109863
1531743894.440904,847.164855957,837.29498291,832.360046387,834.0050048830001
1531743894.4454525,840.584960938,835.650024414,834.0050048830001,832.360046387
1531743894.4500012,843.874938965,835.650024414,835.650024414,832.360046387
1531743894.4545498,842.229919434,835.650024414,834.0050048830001,840.584960938
1531743894.4590983,848.809875488,837.29498291,835.650024414,829.070068359
1531743894.4636474,855.3897705080001,838.940002441,835.650024414,837.29498291
1531743894.4681954,852.09979248,837.29498291,837.29498291,834.0050048830001
1531743894.4727445,843.874938965,835.650024414,837.29498291,829.070068359
1531743894.477293,843.874938965,837.29498291,834.0050048830001,827.425109863
1531743894.4818413,840.584960938,835.650024414,834.0050048830001,824.135131836
1531743894.4863904,850.454833984,838.940002441,830.715087891,835.650024414
1531743894.4909387,855.3897705080001,838.940002441,835.650024414,834.0050048830001
1531743894.4954875,852.09979248,834.0050048830001,838.940002441,838.940002441
1531743894.5000362,857.0347290039999,837.29498291,835.650024414,838.940002441
1531743894.5045848,860.3247070310001,834.0050048830001,835.650024414,848.809875488
1531743894.5091336,868.549621582,835.650024414,832.360046387,857.0347290039999
1531743894.5136821,866.904663086,835.650024414,830.715087891,863.614685059
1531743894.5182307,863.614685059,832.360046387,832.360046387,857.0347290039999
1531743894.5227795,863.614685059,835.650024414,829.070068359,853.744812012
1531743894.527328,871.839599609,835.650024414,827.425109863,857.0347290039999
1531743894.5318768,883.354431152,835.650024414,830.715087891,866.904663086
1531743894.5364256,886.64440918,834.0050048830001,832.360046387,866.904663086
1531743894.5409741,881.7094726560001,834.0050048830001,829.070068359,871.839599609
1531743894.5455227,888.2893676760001,835.650024414,827.425109863,866.904663086
1531743894.5500712,888.2893676760001,835.650024414,829.070068359,857.0347290039999
1531743894.55462,893.2243041989999,835.650024414,827.425109863,863.614685059
1531743894.5591686,894.86932373,834.0050048830001,827.425109863,855.3897705080001
1531743894.5637176,878.4194946289999,834.0050048830001,829.070068359,853.744812012
1531743894.568266,876.7745361330001,835.650024414,829.070068359,855.3897705080001
1531743894.5728145,873.484558105,835.650024414,829.070068359,850.454833984
1531743894.5773633,870.1945800780001,830.715087891,829.070068359,853.744812012
1531743894.5819118,873.484558105,834.0050048830001,827.425109863,852.09979248
1531743894.5864606,873.484558105,834.0050048830001,827.425109863,857.0347290039999
1531743894.5910091,875.129516602,835.650024414,827.425109863,855.3897705080001
1531743894.5955575,871.839599609,838.940002441,829.070068359,848.809875488
1531743894.6001065,870.1945800780001,837.29498291,829.070068359,848.809875488
1531743894.604655,868.549621582,837.29498291,832.360046387,845.519897461
1531743894.6092038,870.1945800780001,837.29498291,834.0050048830001,848.809875488
1531743894.6137526,865.259643555,837.29498291,832.360046387,848.809875488
1531743894.6183007,861.969726562,837.29498291,832.360046387,845.519897461
1531743894.6228495,861.969726562,838.940002441,834.0050048830001,847.164855957
1531743894.6273985,870.1945800780001,838.940002441,835.650024414,852.09979248
1531743894.6319466,870.1945800780001,838.940002441,837.29498291,845.519897461
1531743894.6364956,866.904663086,838.940002441,838.940002441,847.164855957
1531743894.641044,861.969726562,838.940002441,837.29498291,840.584960938
